DATE_TIME,QTD_ITENS,QTD_CLIENTES
2019-02-09 20:45:00,696,90
2019-12-11 03:15:00,50,3
2019-12-04 21:00:00,1412,129
2019-03-24 10:30:00,667,83
2019-12-04 09:45:00,904,103
2019-02-23 15:30:00,1096,135
2019-05-02 19:30:00,686,107
2019-01-17 11:45:00,336,55
2019-03-31 19:15:00,1092,117
2019-06-08 09:00:00,389,59
2019-07-22 14:45:00,683,104
2019-08-20 06:30:00,220,38
2019-04-21 15:00:00,501,76
2019-05-08 11:30:00,1338,127
2019-01-04 01:00:00,380,27
2019-07-30 05:00:00,26,6
2019-03-17 21:15:00,548,77
2019-08-02 20:15:00,877,78
2019-03-08 16:30:00,567,95
2019-04-16 19:45:00,773,97
2019-05-24 04:45:00,20,4
2019-12-08 14:00:00,805,115
2019-01-28 14:45:00,594,96
2019-09-24 17:15:00,1048,108
2019-04-16 00:45:00,217,30
2019-06-21 21:00:00,631,77
2019-04-13 17:00:00,1187,129
2019-12-27 09:45:00,589,75
2019-05-12 10:45:00,640,87
2019-05-11 09:45:00,678,78
2019-08-22 09:15:00,542,69
2019-01-13 12:30:00,794,117
2019-05-28 14:45:00,974,107
2019-04-07 16:30:00,815,108
2019-10-01 17:45:00,919,112
2019-11-28 19:45:00,857,101
2019-06-01 03:00:00,44,12
2019-10-21 02:45:00,49,10
2019-09-03 18:00:00,1120,102
2019-07-20 21:00:00,929,85
2019-01-25 02:30:00,67,17
2019-10-02 18:00:00,1353,116
2019-05-30 13:15:00,668,124
2019-04-30 15:45:00,841,110
2019-09-03 18:30:00,1231,93
2019-04-12 10:15:00,565,100
2019-09-27 13:45:00,601,114
2019-04-09 20:30:00,1001,111
2019-07-14 11:15:00,898,79
2019-10-09 16:15:00,1090,105
2019-03-27 03:30:00,96,9
2019-08-05 14:15:00,740,98
2019-01-06 19:30:00,902,113
2019-04-21 20:15:00,543,81
2019-01-26 10:30:00,554,74
2019-07-13 18:00:00,1531,140
2019-09-13 23:45:00,340,31
2019-01-10 17:45:00,886,111
2019-02-28 23:45:00,379,51
2019-06-24 07:00:00,134,36
2019-01-27 03:45:00,10,4
2019-09-12 08:30:00,359,59
2019-03-22 15:00:00,710,117
2019-03-31 02:15:00,44,18
2019-06-27 12:30:00,598,133
2019-05-26 10:15:00,449,66
2019-10-17 13:15:00,629,142
2019-08-24 23:00:00,496,65
2019-06-03 18:15:00,870,116
2019-08-28 20:00:00,781,79
2019-11-26 02:00:00,13,1
2019-06-02 05:45:00,42,14
2019-03-31 00:00:00,138,19
2019-06-11 04:45:00,31,8
2019-05-25 00:00:00,431,52
2019-07-09 12:45:00,1269,125
2019-02-08 15:00:00,658,104
2019-11-16 22:45:00,502,48
2019-02-16 09:30:00,424,44
2019-07-03 15:30:00,1048,129
2019-01-29 20:45:00,904,87
2019-01-20 10:45:00,768,67
2019-12-02 17:15:00,1051,125
2019-06-24 23:45:00,145,23
2019-08-20 11:30:00,1056,112
2019-11-24 13:15:00,780,125
2019-02-09 17:45:00,857,117
2019-11-16 18:30:00,1032,126
2019-09-05 15:15:00,982,102
2019-01-02 11:45:00,1049,131
2019-10-04 12:30:00,865,142
2019-08-03 12:15:00,1475,136
2019-09-08 08:00:00,255,34
2019-10-02 13:15:00,1081,185
2019-08-26 00:00:00,314,41
2019-08-07 17:45:00,1102,128
2019-08-17 17:00:00,1347,133
2019-08-04 03:15:00,32,7
2019-11-20 18:30:00,1323,122
2019-07-18 10:45:00,667,84
2019-12-22 02:15:00,279,29
2019-08-25 05:00:00,36,7
2019-07-18 15:30:00,886,99
2019-11-09 19:45:00,914,95
2019-04-28 06:15:00,83,19
2019-05-01 15:00:00,1244,124
2019-12-01 23:30:00,506,48
2019-09-15 06:30:00,100,21
2019-04-26 00:30:00,159,27
2019-10-20 00:30:00,284,46
2019-12-15 10:30:00,1008,89
2019-09-09 12:00:00,787,107
2019-07-15 15:15:00,644,85
2019-11-23 22:15:00,579,64
2019-03-21 21:15:00,485,71
2019-10-28 13:30:00,647,156
2019-09-05 06:45:00,205,37
2019-02-23 11:15:00,767,124
2019-08-10 02:30:00,112,22
2019-07-30 01:45:00,77,16
2019-08-10 09:00:00,736,68
2019-04-21 08:15:00,381,68
2019-07-19 12:15:00,812,119
2019-02-12 09:00:00,771,82
2019-08-16 04:15:00,45,4
2019-10-13 13:00:00,1140,94
2019-06-08 17:15:00,1078,133
2019-08-26 00:30:00,204,22
2019-01-10 03:30:00,31,7
2019-01-30 03:15:00,15,3
2019-05-07 07:15:00,296,51
2019-07-05 05:45:00,74,14
2019-06-30 18:15:00,909,117
2019-03-22 18:45:00,613,108
2019-08-25 14:45:00,681,99
2019-08-20 07:45:00,347,64
2019-01-24 08:15:00,280,62
2019-04-03 22:30:00,562,62
2019-11-16 04:30:00,87,12
2019-03-08 03:30:00,36,8
2019-06-11 20:00:00,986,107
2019-01-14 00:30:00,160,17
2019-10-14 14:30:00,662,81
2019-05-23 16:45:00,624,107
2019-12-03 16:30:00,1287,140
2019-02-09 00:00:00,716,85
2019-02-20 12:00:00,976,156
2019-04-17 01:15:00,145,20
2019-01-02 22:30:00,714,94
2019-08-06 12:00:00,1156,144
2019-10-20 12:15:00,1021,99
2019-12-26 15:45:00,570,100
2019-06-23 04:45:00,39,7
2019-02-24 02:15:00,132,27
2019-06-25 12:45:00,862,146
2019-06-06 12:45:00,684,142
2019-12-17 15:00:00,763,120
2019-05-05 08:15:00,395,47
2019-08-06 14:45:00,946,114
2019-01-05 23:15:00,347,42
2019-04-27 21:00:00,945,88
2019-01-24 01:15:00,115,17
2019-05-01 17:00:00,1053,103
2019-07-04 00:30:00,164,22
2019-02-04 05:30:00,20,7
2019-05-25 19:15:00,1119,114
2019-06-07 13:45:00,608,125
2019-04-20 14:00:00,813,130
2019-10-20 16:30:00,761,72
2019-08-01 03:45:00,38,7
2019-11-28 07:45:00,265,54
2019-02-09 16:30:00,979,133
2019-11-28 03:15:00,50,6
2019-12-04 03:15:00,26,8
2019-09-03 22:45:00,516,48
2019-12-13 21:45:00,729,84
2019-09-08 17:00:00,1076,101
2019-06-23 08:00:00,202,36
2019-12-09 21:45:00,969,75
2019-07-30 09:00:00,710,80
2019-06-07 10:15:00,428,71
2019-07-17 04:15:00,22,7
2019-01-26 04:30:00,41,13
2019-09-27 21:45:00,622,74
2019-04-15 09:15:00,259,43
2019-02-13 00:30:00,298,30
2019-04-08 21:00:00,543,80
2019-11-29 11:30:00,1616,156
2019-05-06 22:15:00,589,74
2019-01-10 19:30:00,764,89
2019-03-02 16:45:00,764,95
2019-06-15 06:15:00,96,20
2019-06-10 18:30:00,664,98
2019-08-24 11:30:00,878,93
2019-11-03 08:15:00,415,49
2019-10-24 16:00:00,963,94
2019-10-24 09:15:00,510,66
2019-12-26 16:15:00,993,111
2019-05-17 05:30:00,70,17
2019-07-07 17:15:00,854,91
2019-07-16 12:45:00,891,139
2019-07-25 10:45:00,487,80
2019-12-23 19:45:00,1059,98
2019-08-27 03:15:00,34,5
2019-03-30 22:30:00,493,75
2019-10-30 01:15:00,265,24
2019-06-20 09:00:00,322,46
2019-12-23 10:30:00,869,103
2019-02-19 17:30:00,918,144
2019-02-17 16:15:00,422,24
2019-03-07 04:45:00,42,8
2019-11-14 08:00:00,307,49
2019-08-19 12:45:00,651,135
2019-07-20 12:45:00,1105,114
2019-05-17 22:30:00,463,61
2019-02-11 11:00:00,646,106
2019-08-19 05:45:00,50,12
2019-03-23 20:45:00,764,81
2019-09-17 11:45:00,1186,116
2019-10-01 00:30:00,220,33
2019-11-19 16:30:00,1179,129
2019-03-17 01:00:00,231,34
2019-04-14 01:45:00,131,18
2019-06-29 21:00:00,780,87
2019-03-23 15:15:00,972,110
2019-03-22 08:15:00,222,56
2019-04-11 09:15:00,278,64
2019-01-03 03:15:00,22,8
2019-10-18 11:30:00,776,98
2019-09-08 23:30:00,540,47
2019-05-29 13:00:00,1231,181
2019-03-05 13:15:00,1048,121
2019-07-06 01:15:00,336,40
2019-11-11 05:30:00,98,11
2019-06-03 14:15:00,417,96
2019-11-04 15:45:00,774,89
2019-06-15 08:00:00,300,56
2019-12-30 19:15:00,1351,120
2019-05-22 10:30:00,1006,105
2019-07-03 20:15:00,995,95
2019-10-04 20:15:00,978,107
2019-12-27 06:30:00,278,35
2019-01-03 12:45:00,708,134
2019-06-15 15:00:00,1043,99
2019-08-19 10:30:00,474,71
2019-08-06 20:15:00,1131,90
2019-05-23 11:30:00,644,103
2019-07-07 06:45:00,125,19
2019-12-04 18:00:00,1350,168
2019-09-04 23:00:00,707,48
2019-12-16 13:45:00,801,111
2019-11-05 07:45:00,433,56
2019-08-23 22:45:00,586,62
2019-05-25 00:30:00,309,39
2019-01-02 09:30:00,507,80
2019-04-19 02:15:00,86,14
2019-07-11 09:00:00,491,67
2019-12-28 11:00:00,1156,112
2019-06-01 16:00:00,815,102
2019-03-12 15:45:00,809,115
2019-05-31 20:30:00,804,98
2019-09-26 16:45:00,702,90
2019-02-27 15:30:00,957,141
2019-02-02 10:00:00,890,96
2019-05-07 22:45:00,435,53
2019-08-30 19:15:00,1105,101
2019-03-03 10:45:00,784,85
2019-07-07 01:45:00,96,14
2019-01-29 00:30:00,278,34
2019-09-23 10:45:00,546,78
2019-01-22 13:30:00,911,160
2019-12-26 07:30:00,346,61
2019-05-16 23:30:00,267,40
2019-09-22 22:45:00,537,50
2019-02-14 00:45:00,129,26
2019-02-07 11:00:00,711,111
2019-06-05 00:00:00,254,49
2019-11-10 23:00:00,466,58
2019-01-09 12:00:00,1231,163
2019-09-06 03:00:00,64,10
2019-05-30 22:45:00,304,42
2019-01-10 16:00:00,678,114
2019-11-04 16:00:00,889,98
2019-07-22 17:15:00,1004,112
2019-10-26 10:45:00,791,78
2019-11-23 07:30:00,292,42
2019-02-24 07:30:00,103,13
2019-04-28 13:45:00,725,89
2019-12-05 08:00:00,382,63
2019-01-02 19:00:00,963,109
2019-09-09 02:00:00,89,14
2019-04-13 18:45:00,986,104
2019-04-17 04:45:00,38,8
2019-11-08 16:15:00,1015,114
2019-01-15 19:45:00,555,82
2019-05-25 07:00:00,137,30
2019-01-30 18:30:00,679,109
2019-07-31 07:00:00,313,54
2019-08-03 05:15:00,43,14
2019-09-14 13:30:00,1020,105
2019-03-08 07:30:00,384,81
2019-05-28 12:30:00,883,172
2019-11-16 00:15:00,267,39
2019-10-05 07:00:00,329,39
2019-12-11 00:15:00,521,46
2019-04-04 17:45:00,843,117
2019-11-30 11:45:00,1139,133
2019-06-11 18:45:00,1222,105
2019-05-02 07:00:00,200,60
2019-07-14 04:45:00,137,20
2019-09-25 00:00:00,507,46
2019-02-28 08:45:00,340,59
2019-09-24 05:00:00,67,14
2019-02-27 18:45:00,778,107
2019-10-10 09:45:00,448,44
2019-04-26 12:15:00,692,131
2019-04-18 16:00:00,1027,161
2019-02-24 19:30:00,858,83
2019-02-28 16:00:00,888,113
2019-01-10 07:00:00,176,49
2019-05-12 11:30:00,803,119
2019-07-06 10:45:00,1114,99
2019-02-06 10:30:00,1111,100
2019-10-12 17:15:00,1081,123
2019-08-06 06:45:00,200,45
2019-03-02 13:45:00,1022,132
2019-04-05 23:00:00,403,55
2019-08-05 03:45:00,28,5
2019-01-14 00:15:00,142,17
2019-01-28 15:15:00,533,103
2019-11-23 02:15:00,107,14
2019-06-01 19:30:00,926,98
2019-09-07 02:45:00,63,11
2019-07-21 11:30:00,917,86
2019-02-26 14:30:00,713,85
2019-08-08 02:45:00,80,11
2019-06-18 21:15:00,756,90
2019-12-07 16:30:00,1432,119
2019-08-31 22:45:00,588,57
2019-06-14 16:45:00,527,105
2019-01-13 15:15:00,585,89
2019-01-06 20:45:00,841,99
2019-11-30 12:30:00,1051,129
2019-05-27 07:45:00,160,35
2019-09-30 19:45:00,820,97
2019-02-09 03:00:00,124,21
2019-10-13 07:15:00,211,40
2019-09-23 13:45:00,682,140
2019-01-29 16:30:00,679,99
2019-05-15 21:15:00,896,89
2019-06-11 10:45:00,840,109
2019-06-03 03:45:00,23,3
2019-02-01 09:00:00,530,82
2019-10-24 12:15:00,766,131
2019-07-08 12:15:00,770,100
2019-10-05 16:30:00,1242,129
2019-02-26 11:30:00,850,104
2019-06-10 19:45:00,592,77
2019-07-05 13:15:00,1113,156
2019-02-09 07:00:00,153,33
2019-03-04 02:15:00,37,8
2019-04-07 00:30:00,340,39
2019-05-14 00:30:00,114,18
2019-08-26 22:15:00,635,57
2019-09-15 14:30:00,799,93
2019-03-29 23:30:00,561,86
2019-04-23 02:45:00,77,7
2019-12-30 15:45:00,1405,128
2019-05-03 12:45:00,686,133
2019-08-30 16:00:00,898,107
2019-06-29 13:15:00,1326,140
2019-10-30 21:45:00,744,78
2019-11-11 02:30:00,26,5
2019-06-19 18:45:00,959,120
2019-01-23 00:45:00,272,32
2019-08-22 08:45:00,304,52
2019-08-15 05:45:00,90,16
2019-02-27 20:15:00,812,93
2019-08-29 01:45:00,119,16
2019-12-14 16:30:00,861,87
2019-07-07 05:30:00,48,12
2019-09-27 06:15:00,173,34
2019-06-25 10:30:00,903,115
2019-07-21 04:15:00,75,7
2019-09-29 15:45:00,800,91
2019-12-07 16:00:00,1033,107
2019-02-24 20:45:00,565,83
2019-12-19 10:00:00,607,88
2019-04-29 15:00:00,612,106
2019-10-12 02:30:00,216,23
2019-08-03 02:15:00,87,17
2019-07-21 10:15:00,971,81
2019-09-24 02:00:00,158,12
2019-06-03 14:30:00,577,110
2019-09-30 22:45:00,551,54
2019-02-02 07:15:00,196,46
2019-11-27 15:45:00,936,123
2019-03-18 06:15:00,100,27
2019-05-22 12:45:00,836,136
2019-03-23 09:00:00,465,55
2019-03-17 13:15:00,850,102
2019-05-04 14:15:00,959,121
2019-01-08 00:45:00,505,42
2019-02-15 13:45:00,699,115
2019-09-21 00:30:00,294,51
2019-11-14 04:45:00,18,3
2019-10-23 12:00:00,1650,147
2019-08-19 07:15:00,214,45
2019-06-04 18:45:00,859,105
2019-04-28 01:30:00,138,30
2019-01-16 11:30:00,1084,136
2019-01-25 05:15:00,38,10
2019-11-15 09:30:00,597,65
2019-07-11 02:00:00,107,15
2019-10-07 11:00:00,541,88
2019-04-21 01:15:00,157,21
2019-02-01 11:45:00,876,113
2019-02-23 01:15:00,184,32
2019-05-13 05:00:00,9,5
2019-07-13 04:15:00,52,7
2019-09-23 21:15:00,427,58
2019-08-20 13:45:00,871,145
2019-08-19 15:45:00,517,80
2019-12-07 13:30:00,1222,131
2019-12-30 13:30:00,1119,140
2019-04-04 03:15:00,59,14
2019-08-06 01:45:00,60,6
2019-10-24 02:15:00,117,17
2019-07-28 18:00:00,1103,125
2019-06-07 23:00:00,506,69
2019-08-07 16:15:00,1038,106
2019-10-30 17:00:00,1322,141
2019-01-14 08:45:00,247,48
2019-09-08 11:00:00,830,79
2019-11-10 15:00:00,771,87
2019-11-10 17:30:00,861,100
2019-06-06 02:45:00,88,5
2019-09-18 07:15:00,509,80
2019-07-29 23:15:00,514,63
2019-04-10 06:45:00,294,48
2019-03-15 12:00:00,857,146
2019-09-30 06:00:00,114,24
2019-02-05 22:30:00,807,83
2019-05-09 06:45:00,94,34
2019-08-04 04:30:00,33,6
2019-03-25 18:15:00,600,104
2019-12-20 06:30:00,260,35
2019-05-17 22:00:00,670,87
2019-12-08 18:30:00,735,119
2019-03-06 23:00:00,508,73
2019-05-16 23:15:00,374,56
2019-09-22 05:45:00,113,17
2019-10-19 17:15:00,1245,108
2019-09-17 22:30:00,397,55
2019-12-28 10:45:00,903,96
2019-10-15 17:00:00,1045,103
2019-07-14 08:00:00,263,26
2019-07-08 16:30:00,998,94
2019-10-06 10:30:00,673,74
2019-07-28 18:30:00,884,103
2019-08-18 06:45:00,142,23
2019-06-21 04:00:00,50,8
2019-10-29 10:15:00,904,76
2019-02-01 12:00:00,770,122
2019-04-29 08:15:00,252,59
2019-04-23 19:45:00,561,73
2019-02-15 08:30:00,350,71
2019-11-29 01:15:00,1201,93
2019-01-23 04:15:00,87,10
2019-12-28 20:30:00,906,87
2019-09-28 05:00:00,38,10
2019-02-04 15:30:00,762,118
2019-04-20 16:45:00,771,121
2019-11-16 10:30:00,572,76
2019-04-16 16:45:00,982,114
2019-10-29 10:30:00,1073,85
2019-12-26 13:30:00,957,151
2019-03-26 15:30:00,1051,147
2019-06-22 06:15:00,108,30
2019-04-06 15:30:00,981,86
2019-09-23 01:00:00,86,8
2019-10-01 02:15:00,126,10
2019-03-31 16:00:00,24,1
2019-04-11 19:30:00,557,95
2019-06-03 06:00:00,80,19
2019-06-28 00:30:00,245,30
2019-12-22 16:00:00,1140,111
2019-03-03 18:45:00,667,81
2019-08-03 17:45:00,1608,126
2019-07-29 11:00:00,805,93
2019-09-19 00:45:00,141,12
2019-12-14 11:45:00,1488,120
2019-08-04 02:45:00,95,14
2019-03-04 16:00:00,735,113
2019-10-20 17:45:00,839,95
2019-06-03 07:45:00,156,37
2019-03-08 00:30:00,370,53
2019-01-25 12:15:00,890,140
2019-12-05 23:00:00,491,37
2019-08-13 20:30:00,1237,92
2019-09-20 23:15:00,457,63
2019-06-05 12:15:00,890,129
2019-10-28 22:15:00,426,71
2019-01-24 11:15:00,496,98
2019-09-21 02:15:00,143,26
2019-01-12 13:45:00,987,140
2019-05-18 22:15:00,364,62
2019-06-22 16:45:00,718,103
2019-01-18 03:00:00,77,13
2019-06-16 22:00:00,380,51
2019-08-07 07:30:00,479,65
2019-05-29 00:00:00,354,58
2019-02-20 15:15:00,872,106
2019-11-11 01:45:00,57,8
2019-05-28 18:45:00,805,101
2019-01-10 07:30:00,178,53
2019-06-22 06:30:00,120,29
2019-04-30 17:45:00,920,133
2019-08-01 16:45:00,847,102
2019-12-22 08:45:00,400,53
2019-12-24 14:15:00,1555,163
2019-10-11 21:45:00,899,90
2019-07-24 12:45:00,1120,165
2019-08-02 02:00:00,68,13
2019-01-21 22:00:00,828,95
2019-07-23 00:30:00,287,32
2019-03-22 04:45:00,34,7
2019-09-22 13:30:00,1061,101
2019-10-27 14:45:00,627,73
2019-04-13 11:30:00,914,114
2019-12-14 01:45:00,151,23
2019-07-16 09:15:00,729,66
2019-02-05 08:15:00,751,114
2019-09-26 04:30:00,23,3
2019-02-04 17:00:00,711,118
2019-03-18 21:45:00,570,75
2019-09-03 10:30:00,1041,103
2019-06-30 13:45:00,940,110
2019-09-06 16:30:00,948,87
2019-05-05 14:45:00,603,75
2019-07-25 06:00:00,174,28
2019-08-28 13:45:00,1135,129
2019-05-23 03:45:00,20,9
2019-09-05 12:00:00,705,114
2019-02-01 15:15:00,705,117
2019-10-16 22:30:00,557,69
2019-11-17 09:45:00,562,65
2019-11-27 20:45:00,980,88
2019-04-17 13:45:00,1005,161
2019-09-20 21:45:00,465,59
2019-10-06 03:15:00,46,16
2019-03-15 22:00:00,687,91
2019-12-23 07:15:00,456,70
2019-02-25 12:45:00,620,160
2019-02-04 23:15:00,342,44
2019-09-29 20:45:00,669,83
2019-08-13 08:30:00,675,81
2019-11-23 00:00:00,457,55
2019-03-31 13:00:00,1166,117
2019-08-19 00:15:00,353,24
2019-09-15 18:15:00,692,90
2019-11-25 01:30:00,170,13
2019-04-02 20:30:00,879,118
2019-08-15 09:15:00,387,65
2019-08-07 13:30:00,946,146
2019-06-04 14:45:00,983,116
2019-01-21 12:15:00,403,103
2019-11-23 16:00:00,1209,119
2019-05-19 14:00:00,762,95
2019-05-27 14:15:00,585,95
2019-07-23 00:00:00,270,32
2019-08-14 02:30:00,38,11
2019-02-19 01:00:00,130,18
2019-02-10 10:00:00,503,70
2019-09-13 15:15:00,959,139
2019-04-28 04:15:00,42,8
2019-01-10 02:15:00,93,18
2019-07-10 20:30:00,1001,104
2019-05-13 17:15:00,696,103
2019-10-16 19:00:00,1113,113
2019-03-26 10:45:00,1146,122
2019-06-05 00:30:00,166,25
2019-10-02 02:45:00,64,12
2019-09-30 10:15:00,431,65
2019-05-23 06:00:00,162,32
2019-03-21 14:30:00,486,94
2019-11-23 16:30:00,1011,133
2019-01-08 14:00:00,915,147
2019-06-04 15:30:00,1097,136
2019-11-16 16:15:00,869,118
2019-07-04 05:15:00,64,9
2019-02-01 05:00:00,40,7
2019-10-01 09:15:00,650,73
2019-05-15 18:30:00,833,141
2019-02-21 10:00:00,583,74
2019-06-16 11:45:00,614,80
2019-06-15 11:15:00,751,98
2019-01-30 02:45:00,82,13
2019-07-12 09:15:00,336,62
2019-06-28 00:00:00,322,49
2019-06-14 14:30:00,436,93
2019-09-19 11:30:00,744,107
2019-09-10 19:15:00,893,108
2019-08-27 12:45:00,938,128
2019-04-13 08:30:00,361,62
2019-04-18 19:30:00,1166,142
2019-07-09 04:30:00,34,7
2019-11-17 06:00:00,61,17
2019-04-12 22:45:00,469,61
2019-10-07 23:30:00,465,51
2019-12-13 08:00:00,344,69
2019-07-16 19:15:00,1112,103
2019-02-12 06:45:00,207,50
2019-10-24 05:15:00,123,28
2019-01-21 22:30:00,528,69
2019-08-08 04:30:00,33,8
2019-01-24 20:15:00,996,110
2019-05-29 02:15:00,83,12
2019-06-11 11:00:00,864,108
2019-11-29 23:00:00,1437,154
2019-03-10 14:15:00,775,99
2019-09-16 11:15:00,454,73
2019-04-18 02:00:00,72,24
2019-06-29 04:00:00,29,7
2019-09-10 17:45:00,758,102
2019-10-03 13:45:00,698,130
2019-01-21 19:30:00,645,90
2019-03-29 14:30:00,690,97
2019-05-09 05:30:00,69,20
2019-05-29 17:45:00,904,122
2019-03-18 14:15:00,526,89
2019-09-30 21:15:00,1010,92
2019-11-15 16:30:00,1146,117
2019-03-12 19:15:00,835,114
2019-02-20 23:45:00,270,39
2019-08-03 09:15:00,857,86
2019-11-07 05:00:00,73,7
2019-12-23 18:30:00,1346,125
2019-02-26 06:30:00,125,30
2019-11-20 10:00:00,1195,107
2019-05-23 01:30:00,136,15
2019-09-07 22:45:00,677,71
2019-08-18 12:15:00,1206,90
2019-12-14 09:30:00,695,78
2019-08-30 16:15:00,889,112
2019-08-08 22:45:00,689,56
2019-10-28 07:15:00,219,62
2019-09-14 03:15:00,47,8
2019-07-18 18:45:00,766,87
2019-10-05 20:45:00,957,79
2019-08-08 09:45:00,511,70
2019-09-04 11:30:00,1401,131
2019-04-01 01:00:00,153,19
2019-05-06 16:30:00,702,95
2019-08-04 13:15:00,1382,115
2019-07-30 15:30:00,1492,124
2019-06-01 00:00:00,399,50
2019-08-09 01:30:00,208,30
2019-10-23 05:00:00,82,9
2019-04-11 00:30:00,250,39
2019-11-20 13:15:00,1571,116
2019-11-01 21:30:00,958,84
2019-12-05 01:00:00,309,29
2019-08-12 10:15:00,539,76
2019-08-20 21:15:00,989,95
2019-12-08 00:45:00,629,59
2019-01-05 10:45:00,662,95
2019-11-26 15:15:00,1219,134
2019-06-19 08:30:00,737,100
2019-01-16 20:30:00,956,91
2019-09-17 19:30:00,925,101
2019-12-29 14:45:00,669,82
2019-05-02 22:00:00,561,76
2019-08-05 20:30:00,1175,87
2019-03-22 15:30:00,820,112
2019-03-29 01:00:00,135,24
2019-11-23 07:00:00,340,32
2019-09-12 10:45:00,853,75
2019-08-16 18:15:00,1033,126
2019-09-27 11:30:00,803,95
2019-03-11 02:30:00,1,1
2019-07-11 12:00:00,743,113
2019-05-02 20:45:00,528,89
2019-02-16 05:00:00,50,11
2019-10-19 21:45:00,698,76
2019-09-19 21:15:00,565,88
2019-07-31 09:15:00,813,74
2019-10-14 06:30:00,185,37
2019-09-16 04:45:00,25,5
2019-11-04 20:45:00,890,84
2019-11-26 08:15:00,687,75
2019-09-12 08:00:00,270,50
2019-08-31 14:00:00,1314,106
2019-05-16 01:15:00,161,18
2019-06-11 06:15:00,130,35
2019-10-25 10:30:00,571,82
2019-06-21 13:15:00,831,121
2019-09-13 22:00:00,1056,96
2019-03-25 06:30:00,1,1
2019-09-21 17:45:00,1000,99
2019-10-16 11:45:00,987,109
2019-06-16 06:45:00,89,17
2019-04-15 19:15:00,842,107
2019-03-23 11:45:00,953,108
2019-05-19 10:15:00,619,74
2019-02-09 19:00:00,1263,131
2019-06-18 10:15:00,862,107
2019-01-22 10:30:00,1005,122
2019-02-06 04:00:00,26,3
2019-10-03 14:00:00,732,115
2019-07-06 03:45:00,13,4
2019-06-05 16:30:00,986,143
2019-05-07 13:15:00,1000,159
2019-04-11 16:00:00,747,115
2019-04-18 06:45:00,223,59
2019-02-17 08:45:00,476,46
2019-02-01 19:00:00,867,138
2019-02-02 16:15:00,998,104
2019-10-08 08:15:00,524,70
2019-05-16 21:45:00,587,78
2019-12-26 17:45:00,924,129
2019-07-05 10:30:00,856,104
2019-08-26 16:30:00,606,91
2019-11-11 12:00:00,730,113
2019-09-12 21:45:00,724,72
2019-04-24 01:30:00,104,13
2019-03-04 16:30:00,748,95
2019-09-15 16:45:00,966,102
2019-12-29 05:30:00,71,18
2019-04-06 15:00:00,976,113
2019-03-19 09:30:00,743,98
2019-11-17 03:45:00,55,7
2019-12-01 23:00:00,562,61
2019-11-09 06:00:00,181,27
2019-09-27 14:15:00,754,98
2019-02-20 02:00:00,98,18
2019-04-17 17:30:00,1191,160
2019-03-19 11:45:00,946,119
2019-12-26 20:45:00,859,93
2019-04-26 03:30:00,51,2
2019-10-10 14:00:00,572,125
2019-05-23 14:15:00,494,96
2019-06-30 06:15:00,112,24
2019-01-28 20:00:00,711,109
2019-03-16 19:15:00,1024,131
2019-01-21 09:00:00,348,63
2019-12-10 15:15:00,1070,101
2019-11-24 10:00:00,650,63
2019-09-23 23:30:00,539,51
2019-06-12 17:15:00,912,142
2019-11-21 11:00:00,631,91
2019-02-19 14:15:00,742,123
2019-07-11 12:30:00,733,129
2019-12-07 07:30:00,390,60
2019-01-02 12:30:00,1103,165
2019-11-22 05:00:00,109,11
2019-03-03 23:15:00,421,63
2019-06-08 12:00:00,1181,107
2019-11-18 23:15:00,470,52
2019-02-13 13:30:00,1072,177
2019-12-03 16:00:00,1185,134
2019-07-30 06:45:00,181,44
2019-09-25 07:00:00,267,48
2019-02-02 13:00:00,1130,146
2019-03-21 04:15:00,22,6
2019-12-16 21:15:00,950,95
2019-08-30 13:30:00,757,137
2019-02-19 08:00:00,564,97
2019-11-25 21:45:00,570,60
2019-10-23 23:15:00,365,39
2019-11-24 02:45:00,72,14
2019-01-15 10:15:00,1151,122
2019-12-26 08:45:00,285,53
2019-06-22 14:00:00,780,114
2019-04-22 02:00:00,52,7
2019-02-12 22:30:00,528,70
2019-07-21 20:00:00,965,103
2019-07-05 03:15:00,52,7
2019-04-16 10:15:00,961,109
2019-01-19 00:45:00,286,43
2019-01-10 09:15:00,382,67
2019-10-27 01:45:00,181,25
2019-02-05 07:00:00,255,63
2019-06-10 10:30:00,550,79
2019-10-13 15:45:00,556,86
2019-03-04 02:00:00,77,15
2019-04-07 08:45:00,387,52
2019-04-20 14:30:00,793,120
2019-04-15 00:00:00,263,35
2019-09-11 10:15:00,1221,106
2019-09-29 09:15:00,617,53
2019-06-26 16:45:00,843,110
2019-06-23 14:45:00,564,119
2019-09-23 11:30:00,779,76
2019-02-24 01:45:00,64,21
2019-06-23 06:45:00,90,18
2019-01-07 05:45:00,77,23
2019-02-14 04:00:00,11,7
2019-07-10 23:30:00,456,51
2019-02-23 08:00:00,347,50
2019-11-20 21:00:00,940,92
2019-06-04 20:15:00,1033,102
2019-06-17 03:00:00,24,3
2019-03-18 01:15:00,157,24
2019-06-02 04:00:00,86,14
2019-11-12 08:45:00,735,64
2019-04-17 11:30:00,1075,161
2019-05-02 09:00:00,409,60
2019-04-21 10:45:00,542,74
2019-10-07 23:00:00,626,60
2019-12-19 18:00:00,1134,115
2019-03-11 06:45:00,66,18
2019-11-23 17:45:00,964,98
2019-06-18 06:30:00,158,43
